File Name,Date,Particulars,Vch Type,Vch No.,Debit,Credit
PERENNIAL TECHNOLOGIES PVT LTD.pdf,18-Feb-20,"HDFC Bank  9564 50,000.00 2066 Payment
NEFT DR-MAHB0001208-PERENNIAL",Payment,2066.0,,50000.0
PERENNIAL TECHNOLOGIES PVT LTD.pdf,1-Mar-20,"(as per details)
PURCHASES
IGST","PURCHASES
27000.00 Dr
IGST
4860.00 Dr",60.0,31860.0,
IMPERIAL IMPEX.pdf,9-Nov-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
457.66 Dr
CGST
41.17 Dr
SGST
41.17 Dr",123.0,457.66,
IMPERIAL IMPEX.pdf,5-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
380.54 Dr
CGST
34.23 Dr
SGST
34.23 Dr",124.0,380.54,
PRECISION HOUSE.pdf,18-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
400.00 Dr
CGST
36.00 Dr
SGST
36.00 Dr",219.0,400.0,
HDB FINANCIAL SERVICES LTD.pdf,27-May-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
3813.56 Dr
CGST
343.22 Dr
CGST
38.14 Dr
SGST
343.22 Dr
SGST
38.14 Dr",85.0,3813.56,
HDB FINANCIAL SERVICES LTD.pdf,27-May-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
3813.56 Dr
CGST
343.22 Dr
CGST
38.14 Dr
SGST
343.22 Dr
SGST
38.14 Dr",86.0,3813.56,
MANNAN TOOLS CENTRE.pdf,5-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
380.00 Dr
CGST
34.20 Dr
SGST
34.20 Dr",261.0,380.0,
G K FILLING.pdf,23-Apr-19,"HDFC Bank  9564 3,670.72 199 Payment
POS 524254XXXXXX1996 G K FILLING",Payment,199.0,,3670.72
HARBANS SINGH & SONS.pdf,21-Nov-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO  ZNQ","PURCHASES
10624.11 Dr
IGST
1274.89 Dr",2.0,11899.0,
MATHA AUTO AGENCIES.pdf,27-Jul-19,"(as per details)
PURCHASES
IGST","PURCHASES
1652.54 Dr
IGST
297.46 Dr",317.0,1652.54,
KRISHNA ELECTRICAL.pdf,18-May-19,"HDFC Bank  9564 5,800.00 405 Payment
POS 524254XXXXXX1996 KRISHNA",Payment,405.0,,5800.0
GO AIRLINES (INDIA) LIMITED.pdf,22-Aug-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
6596.00 Dr
CGST
164.90 Dr
CGST
82.45 Dr
SGST
164.90 Dr
SGST
82.45 Dr",97.0,6925.8,
GO AIRLINES (INDIA) LIMITED.pdf,22-Aug-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
6596.00 Dr
CGST
164.90 Dr
CGST
82.45 Dr
SGST
164.90 Dr
SGST
82.45 Dr",98.0,6925.8,
GO AIRLINES (INDIA) LIMITED.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
15555.00 Dr
IGST
777.75 Dr",37.0,16332.75,
GO AIRLINES (INDIA) LIMITED.pdf,26-Nov-19,"HDFC Bank  9564 4,700.00 1759 Payment
POS 524254XXXXXX1996 INDIGO",Payment,1759.0,,4700.0
GO AIRLINES (INDIA) LIMITED.pdf,18-Dec-19,"HDFC Bank  9564 8,499.00 1836 Payment
POS 524254XXXXXX1996 INDIGO",Payment,1836.0,,8499.0
GO AIRLINES (INDIA) LIMITED.pdf,18-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7536.00 Dr
CGST
188.40 Dr
SGST
188.40 Dr",99.0,7912.8,
DIAMOND STATIONERS.pdf,20-Jun-19,"HDFC Bank  9564 2,00,000.00 662 Payment
IMPS-917113358686--UTIB
XXXXXXXXXXX2321",Payment,662.0,,200000.0
S S ENTERPRISES.pdf,16-Aug-19,"HDFC Bank  9564 3,639.56 1147 Payment
POS 524254XXXXXX1996 S S R",Payment,1147.0,,3639.56
MAYA CERAMICS.pdf,2-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
567.80 Dr
CGST
51.10 Dr
SGST
51.10 Dr",341.0,567.8,
MAYA CERAMICS.pdf,15-Nov-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1288.12 Dr
CGST
115.94 Dr
SGST
115.94 Dr",276.0,1288.12,
MAYA CERAMICS.pdf,7-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
389.84 Dr
CGST
35.08 Dr
SGST
35.08 Dr",277.0,389.84,
LIKITH ENTERPRISES.pdf,20-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7142.96 Dr
CGST
428.52 Dr
SGST
428.52 Dr",280.0,7142.96,
POORVIKA MOBILES PRIVATE LIMITED.pdf,24-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
12767.86 Dr
CGST
766.07 Dr
SGST
766.07 Dr",161.0,14300.0,
INTER GLOBE AVIATION LIMITED INDIGO.pdf,1-Jun-19,"(as per details)
PURCHASES
IGST","PURCHASES
5572.00 Dr
IGST
279.00 Dr",318.0,5572.0,
INTER GLOBE AVIATION LIMITED INDIGO.pdf,21-Aug-19,"(as per details)
PURCHASES
IGST","PURCHASES
3035.00 Dr
IGST
152.00 Dr",319.0,3035.0,
INTER GLOBE AVIATION LIMITED INDIGO.pdf,23-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
1324.00 Dr
IGST
66.00 Dr",320.0,1324.0,
VAGH TRADER PRIVATE LIMITED.pdf,27-Jul-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO DEL","PURCHASES
133.04 Dr
IGST
15.96 Dr",9278.0,133.04,
VAGH TRADER PRIVATE LIMITED.pdf,28-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
174.58 Dr
CGST
15.71 Dr
SGST
15.71 Dr",165.0,174.58,
SOUTH INDIA INDUSTRIAL SUPPLIERS.pdf,30-Aug-19,"(as per details)
PURCHASES
IGST","PURCHASES
650.00 Dr
IGST
117.00 Dr",308.0,650.0,
SOUTH INDIA INDUSTRIAL SUPPLIERS.pdf,9-Sep-19,"(as per details)
PURCHASES
IGST","PURCHASES
1018.00 Dr
IGST
183.24 Dr",309.0,1201.24,
SOUTH INDIA INDUSTRIAL SUPPLIERS.pdf,21-Jan-20,"(as per details)
PURCHASES
IGST","PURCHASES
1000.00 Dr
IGST
180.00 Dr",310.0,1000.0,
SOUTH INDIA INDUSTRIAL SUPPLIERS.pdf,6-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
773.00 Dr
IGST
139.14 Dr",311.0,912.14,
CLOUDTAIL INDIA PVT LTD.pdf,13-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
864.40 Dr
CGST
77.80 Dr
SGST
77.80 Dr",229.0,864.4,
CLOUDTAIL INDIA PVT LTD.pdf,22-May-19,"(as per details)
PURCHASES
CGST
SGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO DEL","PURCHASES
253.39 Dr
CGST
33.10 Dr
SGST
33.10 Dr
IGST
45.61 Dr",226.0,367.8,
CLOUDTAIL INDIA PVT LTD.pdf,4-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
757.00 Dr
CGST
68.11 Dr
SGST
68.11 Dr",222.0,893.22,
CLOUDTAIL INDIA PVT LTD.pdf,7-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
253.00 Dr
CGST
22.73 Dr
SGST
22.73 Dr",227.0,298.46,
CLOUDTAIL INDIA PVT LTD.pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
711.00 Dr
CGST
56.61 Dr
SGST
56.61 Dr",228.0,824.22,
CLOUDTAIL INDIA PVT LTD.pdf,29-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
155.94 Dr
CGST
14.03 Dr
SGST
14.03 Dr",230.0,155.94,
CLOUDTAIL INDIA PVT LTD.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
444.00 Dr
CGST
26.62 Dr
SGST
26.62 Dr",231.0,497.24,
CLOUDTAIL INDIA PVT LTD.pdf,29-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST
IGST","PURCHASES
455.24 Dr
CGST
11.38 Dr
CGST
70.50 Dr
SGST
11.38 Dr
SGST
70.50 Dr
IGST
52.02 Dr",220.0,1315.96,
CLOUDTAIL INDIA PVT LTD.pdf,29-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST
IGST","PURCHASES
455.24 Dr
CGST
11.38 Dr
CGST
70.50 Dr
SGST
11.38 Dr
SGST
70.50 Dr
IGST
52.02 Dr",232.0,1315.96,
CLOUDTAIL INDIA PVT LTD.pdf,29-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST
IGST","PURCHASES
455.24 Dr
CGST
11.38 Dr
CGST
70.50 Dr
SGST
11.38 Dr
SGST
70.50 Dr
IGST
52.02 Dr",314.0,1315.96,
CLOUDTAIL INDIA PVT LTD.pdf,29-Sep-19,Transaction details,Purchase,,6585.1,
CLOUDTAIL INDIA PVT LTD.pdf,14-Oct-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO DEL","PURCHASES
422.88 Dr
IGST
76.12 Dr",4.0,422.88,
CLOUDTAIL INDIA PVT LTD.pdf,18-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
642.86 Dr
IGST
77.14 Dr",315.0,642.86,
CLOUDTAIL INDIA PVT LTD.pdf,30-Nov-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
255.92 Dr
CGST
23.03 Dr
SGST
23.03 Dr",221.0,301.98,
CLOUDTAIL INDIA PVT LTD.pdf,2-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
241.52 Dr
CGST
21.74 Dr
SGST
21.74 Dr",223.0,241.52,
CLOUDTAIL INDIA PVT LTD.pdf,28-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1778.82 Dr
CGST
160.09 Dr
SGST
160.09 Dr",224.0,1778.82,
CLOUDTAIL INDIA PVT LTD.pdf,15-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
152.54 Dr
CGST
13.73 Dr
SGST
13.73 Dr",225.0,152.54,
MAYA HARDWARE & ELECTRICALS.pdf,28-Nov-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1525.42 Dr
CGST
137.29 Dr
SGST
137.29 Dr",259.0,1525.42,
M MAHBOOB PASHA.pdf,10-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
19100.00 Dr
CGST
1719.00 Dr
SGST
1719.00 Dr",301.0,22538.0,
KAY KAY DELIGHT HOSPITALITY.pdf,18-Sep-19,"(as per details)
PURCHASES
CGST
SGST
BEING PURCHASES MADE VIDE INVOICE
NO HOT/","PURCHASES
2923.82 Dr
CGST
148.09 Dr
SGST
148.09 Dr",10.0,2923.82,
INVENTIVA LABS PRIVATE LIMITED.pdf,9-Aug-19,"(as per details)
PURCHASES
IGST","PURCHASES
1143.22 Dr
IGST
205.78 Dr",49.0,1143.22,
SPICEJET LIMITED.pdf,2-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
2220.00 Dr
IGST
111.00 Dr",330.0,2220.0,
FAZAL ENTERPRISES.pdf,13-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2161.02 Dr
CGST
194.49 Dr
SGST
194.49 Dr",78.0,2161.02,
FAZAL ENTERPRISES.pdf,2-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2161.02 Dr
CGST
194.49 Dr
SGST
194.49 Dr",79.0,2161.02,
FAZAL ENTERPRISES.pdf,5-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
237.28 Dr
CGST
21.36 Dr
SGST
21.36 Dr",80.0,237.28,
PROTAIL.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
25254.24 Dr
CGST
2272.88 Dr
SGST
2272.88 Dr",240.0,29800.0,
GATI EXPRESS & SUPPLY CHAIN PRIVATE LIMITED.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1211.11 Dr
CGST
109.00 Dr
SGST
109.00 Dr",147.0,1429.11,
DEIN KLEIDER.pdf,24-Oct-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO SDED-","PURCHASES
359.37 Dr
IGST
64.69 Dr",2138.0,424.06,
SAIF TOOLS SYNDICATE.pdf,23-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3400.00 Dr
CGST
306.00 Dr
SGST
306.00 Dr",234.0,3400.0,
SAIF TOOLS SYNDICATE.pdf,20-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
430.00 Dr
CGST
38.70 Dr
SGST
38.70 Dr",235.0,507.4,
SAIF TOOLS SYNDICATE.pdf,11-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
500.00 Dr
CGST
45.00 Dr
SGST
45.00 Dr",236.0,500.0,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,24-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3229.44 Dr
CGST
290.65 Dr
SGST
290.65 Dr",148.0,3810.74,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5085.30 Dr
CGST
457.68 Dr
SGST
457.68 Dr",149.0,6000.66,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,3-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2461.80 Dr
CGST
221.57 Dr
SGST
221.57 Dr",150.0,2904.94,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,7-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
607.20 Dr
CGST
54.65 Dr
SGST
54.65 Dr",151.0,716.5,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,13-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1702.80 Dr
CGST
153.26 Dr
SGST
153.26 Dr",152.0,2009.32,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,26-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1125.30 Dr
CGST
101.28 Dr
SGST
101.28 Dr",153.0,1327.86,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,23-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3346.20 Dr
CGST
301.15 Dr
SGST
301.15 Dr",154.0,3948.5,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,26-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
290.40 Dr
CGST
26.14 Dr
SGST
26.14 Dr",155.0,342.68,
